16925	ELNOS	0		2364
16926	DUGAN	0		2365
16927	UPLAR	0		2368
16928	SALAG	0		2369
16929	ELNOS	0		2370
16930	DUGAN	0		2371
16931	LUNBI	0		2373
16932	PEBLU	0		2374
16933	VELMO	0		2375
16934	KALAG	0		2380
16935	AGREX	0		2381
16936	TARIB	0		2382
16939	AKLOM	0		2384
16940	OLBEX	0		2385
16941	KALAG	0		2387
16942	AGREX	0		2388
16943	TARIB	0		2389
16946	AKLOM	0		2391
16947	OLBEX	0		2392
16958	NUNGI	0		2417
16959	IGNUT	1		2417
16960	PONER	2		2417
16961	ENTIM	3		2417
16962	SOTVO	0		2418
16963	PORIG	1		2418
16964	SOTVO	0		2419
16965	ESMUK	1		2419
16966	SOTVO	0		2420
16967	ABTOL	1		2420
16968	SANUB	0		2422
16969	AGUPI	1		2422
16970	ENTIM	2		2422
16971	IDSEN	0		2423
16972	PORIG	1		2423
16973	IDSEN	0		2424
16974	ESMUK	1		2424
16975	IDSEN	0		2425
16976	ABTOL	1		2425
16977	ELPIT	0		2431
16978	OMDOX	0		2432
16979	IPMIR	0		2434
16980	LUBSI	0		2435
16981	VASLU	1		2435
16982	ELPIT	0		2439
16983	OMDOX	0		2440
16984	LUBSI	0		2442
16985	VASLU	1		2442
16986	IPMIR	0		2443
16987	ELPIT	0		2447
16988	OMDOX	0		2448
16989	IPMIR	0		2450
16990	LUBSI	0		2451
16991	VASLU	1		2451
16992	DOTUT	0		2454
16993	SULRI	1		2454
16994	ELPIT	0		2455
16995	SULRI	0		2457
16996	LAPOK	0		2458
16997	ELPIT	1		2458
16998	SADBO	0		2461
16999	LUBSI	1		2461
17000	IPMIR	0		2462
17001	AVPOD	0		2463
17002	IPMIR	0		2465
17003	AVPOD	0		2466
17004	FICAN	0		2487
17005	AVKEX	1		2487
17006	WITBY	0		2488
17011	S040.57.32.000 E174.45.59.000	0		2491
17012	PP_NDB	1	circle	2491
17013	KAPTI	0		2493
17014	KAMET	0		2494
17015	S040.42.31.000 E174.56.17.000	0		2495
17016	S040.44.07.000 E174.53.01.000	1		2495
17017	PP_NDB	2	circle	2495
17018	S040.42.31.000 E174.56.17.000	0		2496
17019	S040.44.07.000 E174.53.01.000	1		2496
17020	WITBY	2		2496
17024	S040.42.31.000 E174.56.17.000	0		2498
17025	S040.44.07.000 E174.53.01.000	1		2498
17026	BRUDA	2		2498
17027	AVKEX	3		2498
17028	DOBBO	0		2502
17029	IPNAB	1		2502
17030	OLMOT	2		2502
17031	PEXUR	0		2503
17032	LATIG	1		2503
17033	RITGI	2		2503
17034	VELGA	0		2504
17035	MUMOX	1		2504
17036	NUTMI	2		2504
17037	VARMA	3		2504
17038	LATIG	4		2504
17039	RITGI	5		2504
17040	RUPNU	0		2505
17041	MUMOX	1		2505
17042	NUTMI	2		2505
17043	VARMA	3		2505
17044	LATIG	4		2505
17045	RITGI	5		2505
17046	NP_VOR	0	circle	2506
17047	RITGI	1		2506
17048	VELGA	0		2509
17049	RUPNU	0		2510
17054	MANGA	0		2513
17055	ANDOM	1		2513
17056	INGLE	2		2513
17057	DOVAT	3		2513
17058	SELTA	0		2514
17059	ANDOM	1		2514
17060	INGLE	2		2514
17061	DOVAT	3		2514
17062	IGDOT	0		2515
17063	TUIHU	1		2515
17064	INGLE	2		2515
17065	DOVAT	3		2515
17066	DOBBO	0		2517
17067	HARVO	0		2518
17068	ATRUG	1		2518
17069	BOKUL	2		2518
17070	UPDAL	0		2519
17071	LATIG	1		2519
17072	BOKUL	2		2519
17073	NP_VOR	0	circle	2520
17074	BOKUL	1		2520
17075	NP_VOR	0	circle	2522
17076	LIGDO	1		2522
17077	IGDOT	0		2523
17078	TUIHU	1		2523
17079	SELTA	0		2524
17080	ANDOM	1		2524
17081	MANGA	0		2525
17082	TUIHU	1		2525
17083	NUTMI	0		2532
17084	MUMOX	1		2532
17085	VELGA	2		2532
17086	NUTMI	0		2533
17087	MUMOX	1		2533
17088	RUPNU	2		2533
17089	DOVAT	0		2534
17090	DAPNO	1		2534
17091	DOVAT	0		2535
17092	INGLE	1		2535
17093	ANDOM	2		2535
17094	MANGA	3		2535
17095	DOVAT	0		2536
17096	INGLE	1		2536
17097	ANDOM	2		2536
17098	SELTA	3		2536
17099	DOVAT	0		2537
17100	INGLE	1		2537
17101	TUIHU	2		2537
17102	IGDOT	3		2537
17103	LIGDO	0		2538
17104	VANSA	1		2538
17105	TOMEP	2		2538
17106	HARVO	3		2538
17111	ATRUG	0		2541
17112	HARVO	1		2541
17113	TUIHU	0		2542
17114	MANGA	1		2542
17115	TUIHU	0		2543
17116	SELTA	1		2543
17117	TUIHU	0		2544
17118	IGDOT	1		2544
17122	RUPNU	0		2547
17123	SELTA	0		2548
17124	IGDOT	0		2549
17125	UPDAL	0		2552
17126	OSTOG	1		2552
17127	MOPMI	2		2552
17128	HARVO	3		2552
17131	INGLE	0		2554
17132	ENVAG	1		2554
17133	TOKES	2		2554
17134	DAPNO	3		2554
17138	INGLE	0		2557
17139	ANDOM	1		2557
17140	MANGA	2		2557
17153	SUNGU	0		2594
17154	INTUS	0		2596
17155	PEXED	0		2602
17158	INTUS	0		2604
17159	IDSEM	0		1723
17160	TULMI	0		1831
17161	AGREX	0		1740
17162	TUIHU	0		2558
17163	IGDOT	1		2558
17164	SUNGU	0		2615
17165	ELAGA	0		2621
17166	LUMSO	0		2622
17167	GOBUK	0		2624
17168	OKERE	0		2625
17169	REEVE	1		2625
17170	LUMSO	0		2629
17171	ELAGA	0		2630
17172	ISGIT	0		2631
17173	ESKER	0		2633
17174	INTOX	0		2635
17175	ORAKA	1		2635
17176	DUBAB	2		2635
17177	ESKER	0		2636
17178	ISGIT	0		2637
17179	DUBAB	1		2637
17180	LALAN	0		2638
17181	TOTRA	0		2639
17182	ORAKA	1		2639
17183	DUBAB	2		2639
17184	GOBUK	0		2642
17185	ESKER	0		2643
17186	LALAN	0		2644
17187	INTOX	0		2645
17188	ORAKA	1		2645
17189	DUBAB	2		2645
17190	ISGIT	0		2646
17191	DUBAB	1		2646
17192	LUMSO	0		2648
17193	NUMTU	0		2649
17194	SABID	1		2649
17195	AKMAG	2		2649
17196	NUMTU	0		2650
17197	IBAMU	1		2650
17200	NUMTU	0		2651
17201	ISGIT	1		2651
17202	NUMTU	0		2652
17203	SABID	1		2652
17204	SUDAM	2		2652
17205	FALLS	0		2654
17206	GOBUK	0		2655
17207	GOBUK	0		2656
17208	KAMLA	1		2656
17209	FALLS	0		2658
17210	KAMLA	0		2660
17211	GOBUK	0		2661
17215	IBAMU	0		2664
17216	ISGIT	0		2665
17217	ISGIT	0		2666
17218	SUDAM	1		2666
17219	SURKA	0		2667
17220	LUMSO	1		2667
17221	FALLS	0		2686
17222	GOBUK	0		2687
17224	TODAN	0		2689
17225	PIBOV	1		2689
17227	OLDON	0		2693
17228	FALLS	0		2694
17230	GOBUK	0		2696
17231	PIBOV	0		2697
17243	IDLUR	0		2720
17244	VIROL	0		2727
17245	KEVEL	1		2727
17246	ANPUG	2		2727
17247	RINRI	3		2727
17248	MIBUS	0		2728
17249	RINRI	1		2728
17250	SAKBA	0		2729
17251	UPRIX	1		2729
17252	BINIT	0		2730
17253	UPRIX	1		2730
17254	APITI	0		2721
17255	SAKBA	0		2732
17256	BINIT	0		2733
17257	IDLUR	0		2735
17258	APITI	0		2736
17273	IDLUR	0		2751
17274	APITI	0		2752
17275	IDLUR	0		2754
17276	APITI	0		2755
17277	OVRUN	0		2757
17278	LULKO	1		2757
17279	APITI	2		2757
17280	IRMIX	0		2758
17287	LAPUN	0		2763
17288	DUKUT	1		2763
17289	GULBA	2		2763
17290	OMBUB	3		2763
17302	LIMPA	0		2773
17303	ABTOL	0		2774
17304	OKEVO	0		2775
17305	TERIL	0		2776
17306	IVREP	1		2776
17307	IRMIX	2		2776
17321	RINRI	0		2785
17322	BINIT	1		2785
17323	MIBUS	0		2786
17324	RINRI	0		2787
17325	SAKBA	1		2787
17326	LUNBA	0		2788
17327	RINRI	1		2788
17328	ANPUG	2		2788
17329	KEVEL	3		2788
17330	VIROL	4		2788
17331	RINRI	0		2791
17332	ANPUG	1		2791
17333	KEVEL	2		2791
17334	VIROL	3		2791
17335	RINRI	0		2792
17336	MIBUS	1		2792
17337	RINRI	0		2793
17338	SAKBA	1		2793
17339	BINIT	0		2794
17340	LIMPA	0		2795
17341	ABTOL	0		2796
17342	OKEVO	0		2797
17357	LAPUN	0		2805
17358	DUKUT	1		2805
17359	GULBA	2		2805
17360	OMBUB	3		2805
17361	ADKOS	0		2817
17362	AKBUM	1		2817
17363	GOGES	2		2817
17364	MOXET	3		2817
17365	SUNGU	0		2818
17366	LIBLA	0		2819
17367	BOKAV	1		2819
17368	MIMEG	2		2819
17369	ATRAG	3		2819
17370	ADKOS	0		2821
17371	AKBUM	1		2821
17372	GOGES	2		2821
17373	MOXET	3		2821
17374	LIBLA	0		2822
17375	BOKAV	1		2822
17376	MIMEG	2		2822
17377	ATRAG	3		2822
17378	SUNGU	0		2823
17379	SUNGU	0		2835
17380	MOXET	0		2836
17381	AKBUM	1		2836
17382	ADKOS	2		2836
17383	ATRAG	0		2837
17384	BOKAV	1		2837
17385	LIBLA	2		2837
17386	SUNGU	0		2839
17387	MOXET	0		2840
17388	AKBUM	1		2840
17389	ADKOS	2		2840
17390	ATRAG	0		2841
17391	BOKAV	1		2841
17392	LIBLA	2		2841
17393	SW_VOR	0	circle	2849
17394	OREXI	0		2850
17422	AKNES	0		2893
17431	SULFA	0		2898
17435	KETOB	0	triangle	2905
17436	AA407	1		2905
17437	ZORBA	0	triangle	2906
17438	AA411	1		2906
17439	AA407	2		2906
17440	GOMPI	0	triangle	2916
17441	IDUBU	0	triangle	2917
17442	UBDAN	0	triangle	2918
17443	AVDID	0	triangle	2920
17444	IGLIS	0	triangle	2921
17446	MABAK	0	triangle	2927
17447	ODISI	0	triangle	2928
17472	VARSI	0	triangle	2960
17473	LUVOG	0	triangle	2961
17474	ELPAM	0	triangle	2963
17475	PAKSA	0	triangle	2964
17476	ATVOX	0	triangle	2983
17477	URDAL	0	triangle	2984
17478	MIBEV	0	triangle	2988
17480	ESNED	0	triangle	2990
17481	BOBIT	0	triangle	2999
17482	ADKIS	0	triangle	3000
17483	LELUK	0	triangle	3001
17484	DOTGO	0	triangle	3002
17485	BOBIT	0	triangle	3003
17486	VARNO	0	triangle	3008
17487	NOBED	0	triangle	3009
17492	ENBAR	0	triangle	3018
17493	DABGU	0	triangle	3020
17494	NILID	0	triangle	3021
17495	OKERE	0	triangle	3023
17496	KALGO	0	triangle	3028
17497	GUMAN	0	triangle	3029
17498	EMSAR	0	triangle	3031
17499	AKABA	0	triangle	3032
17500	MASKU	0	triangle	3033
17501	RUSTA	0	triangle	3035
17502	MORTA	0	triangle	3036
17503	TODAN	0	triangle	3038
17504	UBSET	0	triangle	3039
17505	MIKER	0	triangle	3041
17506	KARBA	0	triangle	3042
17507	LALAN	0	triangle	3043
17508	GOSTI	0	triangle	3045
17509	GUMAN	0	triangle	3046
17510	ARIKA	0	triangle	3047
17511	HUWIT	0	triangle	3050
17512	WN513	1		3050
17513	DORBU	0	triangle	3051
17514	WN509	1		3051
17515	RIPPA	0	triangle	3055
17516	WN411	1		3055
17517	WN506	2		3055
17518	MEEDA	0	triangle	3056
17519	WN514	1		3056
17520	WN423	2		3056
17521	GUNOM	0	triangle	3065
17522	AVMAK	0	triangle	3066
17523	PILUP	0	triangle	3068
17524	ANSIS	0	triangle	3069
